0,Sentence,Part1 Sentiment,Part2 Sentiment,Transition Word
121,ವಿಶೇಷವಾಗಿ ಕೋಮಲ ತ್ವಚೆಗೆ ಇವು ಹೆಚ್ಚಿನ ಕೆಡುಕನ್ನುಂಟುಮಾಡಬಹುದು ಆದ್ದರಿಂದ ನಮ್ಮ ಅಡುಗೆಮನೆಯಲ್ಲಿ ಸುಲಭವಾಗಿ ಲಭಿಸುವ ನೈಸರ್ಗಿಕ ಸಾಮಾಗ್ರಿಗಳೇ ತ್ವಚೆಗೆ ಸುರಕ್ಷಿತವಾಗಿದ್ದು ಯಾವುದೇ ಅಡ್ಡಪರಿಣಾಮಗಳಿರುವುದಿಲ್ಲ,Negetive,Positive,ಆದ್ದರಿಂದ
122,ಅಲ್ಲದೇ ಗರ್ಭಿಣಿಯರು ಕದ್ದು ಮುಚ್ಚಿ ಕೆಲವು ಆಹಾರಗಳನ್ನು ಸೇವಿಸುತ್ತಾರೆ ಆದರೆ ಇವರಿಗೆ ಅರಿವೇ ಇಲ್ಲದೇ ಈ ಆಹಾರಗಳು ಮಾರಕ ಪರಿಣಾಮ ಬೀರಬಲ್ಲವು,Nutral,Negetive,ಆದರೆ
123,ಒಂದು ವೇಳೆ ಗರ್ಭಿಣಿ ಮಧುಮೇಹಿ ರೋಗಿಯಾಗಿದ್ದರೆ ಮಾವಿನ ಹಣ್ಣಿನ ಪ್ರಮಾಣವನ್ನು ಅತಿ ಕಡಿಮೆ ಸೇವಿಸಬೇಕು ಏಕೆಂದರೆ ಮಾವಿನ ಹಣ್ಣಿನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚಿನ ಸಕ್ಕರೆ ಅಂಶ ಇರುತ್ತದೆ,Nutral,Nutral,ಏಕೆಂದರೆ
124,ಇಂದು ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ರಾಸಾಯನಿಕಗಳನ್ನು ಬಳಸಿ ಒಂದೇ ರಾತ್ರಿಯಲ್ಲಿ ಹಣ್ಣು ಮಾಡಲಾಗಿರುವ ಹಣ್ಣುಗಳೇ ಸುಂದರವಾಗಿ ಕಾಣುತ್ತವೆ ಆದರೆ ಇವು ಆರೋಗ್ಯಕರವಲ್ಲ,Positive,Negetive,ಆದರೆ
125,ಅಲ್ಲಿಂದ ೬ ತಿಂಗಳ ನಂತರ ನಮ್ಮ ಕಬ್ಬಿನಾಡುಸೀಮೆಗೆ ಶ್ರೀಗಳು ಬಂದಾಗ ಪರಿಷತ್ತು ಪುನರ್ರಚನೆಯ ಸಂದರ್ಭ ನನಗೆ ಸೀಮಾ ಅಧ್ಯಕ್ಷನಾಗಿ ಕೆಲಸ ಮಾಡುವ ಸಾಮರ್ಥ್ಯವಿದೆ ಎಂದು ಸೀಮೆ ಅಭಿಪ್ರಾಯ ಪಟ್ಟಿತು ಆದರೆ ನಾನು ಈ ವಿಚಾರದಲ್ಲಿ ಸಣ್ಣವನೆಂದು ಹೇಳಿ ನನ್ನಿಂದ ಆಗದ ಕೆಲಸವೆಂದು ಶ್ರೀಗಳಲ್ಲಿ ವಿನಂತಿಸಿದೆ,Positive,Negetive,ಆದರೆ
126,ಮೆಕ್ಸಿಕೋ ದೇಶದ ರಾಜಧಾನಿ ಮೆಕ್ಸಿಕೋ ಸಿಟಿ ಸುಂದರ ಹಾಗೂ ಸ್ವತಂತ್ರ ಮಹಿಳೆಯರಿಗಾಗಿ ಹೆಸರುವಾಸಿಯಾಗಿದೆ ವಿಶ್ವವಿಖ್ಯಾತ ನಟಿ ಸಲ್ಮಾ ಹಾಯೆಕ್ ಸಹಾ ಈ ನಗರದವರೇ ಆದರೆ ಈ ನಗರದಲ್ಲಿ ತೆರೆದೆದೆಯ ಪ್ರದರ್ಶನಕ್ಕೆ ನಿಷೇಧವಿದ್ದು ಯಾವುದೇ ರೀತಿಯಲ್ಲಿ ತೆರೆದೆದೆಯ ಮಹಿಳೆಯರು ಸಾರ್ವಜನಿಕವಾಗಿ ಕಾಣಿಸಿಕೊಳ್ಳದಂತೆ ಕಾನೂನು ರಚಿಸಲಾಗಿದೆ,Positive,Negetive,ಆದರೆ
127,ಜಗತ್ತಿನಲ್ಲಿ ಆಭಿವೃದ್ಧಿ ಪಥದಲ್ಲಿ ದಾಪುಗಾಲು ಹಾಕುತ್ತಿರುವ ದೇಶಗಳಲ್ಲಿ ಅರ್ಲೆಂಡ್ ಸಹಾ ಒಂದು ಆದರೆ ಅಭಿವೃದ್ದಿಯ ಹೆಸರಿನಲ್ಲಿ ತೆರೆದೆದೆಯ ಪ್ರದರ್ಶನಕ್ಕೆ ಈ ದೇಶದಲ್ಲಿ ಅವಕಾಶವಿಲ್ಲ,Positive,Negetive,ಆದರೆ
128,ಇಲ್ಲಿನ ನಾಯಕರು ಕಾನೂನು ಉಲ್ಲಂಘಿಸಿ ತೆರೆದೆದೆಯನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಪ್ರದರ್ಶಿಸಿ ಮೆರೆಯುತ್ತಾರೆ ಆದರೆ ಈ ದೇಶದ ಮಹಿಳೆಯರಿಗೆ ಮಾತ್ರ ತೆರೆದೆದೆಯ ಪ್ರದರ್ಶನಕ್ಕೆ ಅವಕಾಶವಿಲ್ಲ ಮಾಡಿದರೆ ಐವತ್ತು ಯೂರೋ ದಂಡ!,Nutral,Negetive,ಆದರೆ
129,ಈ ದೇಶದ ಕಾನೂನುಗಳು ರಾಷ್ಟ್ರನಾಯಕರಿಗೊಂದು ಸಾರ್ವಜನಿಕರಿಗೊಂದು ಎಂಬಂತೆ ಬಳಕೆಯಾಗುತ್ತಿರುವ ವಿರುದ್ದ ಈ ದೇಶದ ಜನತೆಗೆ ಭಾರೀ ಅಸಮಾಧಾನವಿದೆ ಏಕೆಂದರೆ ಇಲ್ಲಿನ ನಾಯಕರು ಕಾನೂನು ಉಲ್ಲಂಘಿಸಿ ತೆರೆದೆದೆಯನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಪ್ರದರ್ಶಿಸಿ ಮೆರೆಯುತ್ತಾರೆ,Negetive,Negetive,ಏಕೆಂದರೆ
130,ಕೆಲವು ವ್ಯಕ್ತಿಗಳು ಸಾಕಷ್ಟು ಧನಾತ್ಮಕ ವರ್ತನೆ ಹಾಗೂ ಸ್ವಭಾವವನ್ನು ಹೊಂದಿರುತ್ತಾರೆ ಆದರೆ ಕೆಲವೊಮ್ಮೆ ಅವರು ತೆಗೆದುಕೊಳ್ಳುವ ನಿರ್ಧಾರ ಅಥವಾ ತೋರುವ ವರ್ತನೆಗಳು ಸುತ್ತಲಿನ ವ್ಯಕ್ತಿಗಳಿಗೆ ನೋವನ್ನುಂಟುಮಾಡಬಹುದು,Positive,Negetive,ಆದರೆ
131,ಕೆಲವು ವರ್ತನೆಗಳಿಂದ ಇತರರಿಗೆ ಗಾಢವಾದ ಪ್ರೇರಣೆಯನ್ನು ನೀಡುವಂತಹ ವ್ಯಕ್ತಿಗಳಾಗ ಬಹುದು ಇವರು ತಮ್ಮ ವರ್ತನೆಗಳಿಂದ ಇತರರಿಗೆ ಏನಾಗಬಹುದು ಎನ್ನುವುದು ಅರಿತಿರುತ್ತಾರೆ ಆದರೆ ತಮ್ಮ ಆದ್ಯತೆಗಳಿಗೆ ಹೆಚ್ಚಿನ ಮಹತ್ವ ನೀಡುವುದರಿಂದ ಇತರರ ಅವಶ್ಯಕತೆಗಳನ್ನು ನಿರ್ಲಕ್ಷಿಸುವರು,Positive,Negetive,ಆದರೆ
132,ಈ ರಾಶಿಯವರ ಚಿಂತನೆಗಳು ಯಾವಾಗಲೂ ಮೋಡಗಳಂತೆ ಚಲಿಸುತ್ತಲಿರುತ್ತವೆ ಎನ್ನಲಾಗುವುದು ಆದರೆ ಅವರಲ್ಲಿ ಸಾಕಷ್ಟು ಹಾಸ್ಯಾಸ್ಪದ ಹಾಗೂ ನಾಟಕೀಯ ವರ್ತನೆಗಳು ಇರುತ್ತವೆ ಎನ್ನಲಾಗುವುದು,Positive,Positive,ಆದರೆ
133,ಮೀನು ಮಾರುಕಟ್ಟೆಯ ಬಳಿ ಮೀನು ಹೇರಿಕೊಂಡು ಬರುವ ಲಾರಿಗಳು ರಸ್ತೆಗೆ ಅಡ್ಡಲಾಗಿ ನಿಲ್ಲುತ್ತಿರುವುದರಿಂದ ವಾಹನ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತಿದೆ ಮತ್ತು ಅಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ವ್ಯವಸ್ಥೆಯೂ ಇಲ್ಲ ಹಾಗೂ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ನಪಂ ವತಿಯಿಂದ ಅಳವಡಿಸದಿರುವುದರಿಂದ ಅಪಘಾತಗಳು ನಡೆಯುತ್ತಿದೆ ಆದ್ದರಿಂದ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ಅಳವಡಿಸುವುದು ಮತ್ತು ಮೀನು ಅನ್ ಲೋಡ್ ಮಾಡಲು ಆ ಸ್ಥಳದಲ್ಲಿ ಅವಕಾಶ ಕಲ್ಪಿಸದಂತೆ ಕರ್ನಾಟಕ ರಕ್ಷಣಾ ವೇದಿಕೆಯವರು ನಗರ ಪಂಚಾಯತ್ಗೆ ಹೋಗಿ ಮುಖ್ಯಾಧಿಕಾರಿಗಳಿಗೆ ಮನವಿ ಸಲ್ಲಿಸಿದ್ದಾರೆ,Negetive,Positive,ಆದ್ದರಿಂದ
134,ಮಾರುಕಟ್ಟೆಗೆ ಮೀನು ತರುವ ಲಾರಿ ಅನ್ಲೋಡ್ ಮಾಡುವಾಗ ಮಾರುಕಟ್ಟೆ ಎದುರಿನ ರಸ್ತೆಯ ಮಧ್ಯಭಾಗದ ವರೆಗೆ ನಿಲ್ಲುವುದರಿಂದ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತದೆ ಮತ್ತು ಮೀನಿನ ನೀರು ರಸ್ತೆಯಲ್ಲೆ ಕೆಳಗಿನವರೆಗೆ ಹರಿದು ವಾಸನೆ ಬರುತ್ತದೆ ಎಂದು ಜನರು ಜನಪ್ರತಿನಿಧೀಗಳು ಹೇಳುತ್ತಿದ್ದರೂ ನಗರ ಪಂಚಾಯತ್ ಎಚ್ಚೆತ್ತಿರಲಿಲ್ಲ ಆದರೆ ಈಗ ಅಪಘಾತದಲ್ಲಿ ಯುವಕನೊಬ್ಬ ಪ್ರಾಣ ಕಳೆದುಕೊಂಡ ಬಳಿಕ ಎಚ್ಚೆತ್ತ ಪಂಚಾಯತು ಹಳೆಯ ಮಾರುಕಟ್ಟೆಯೊಳಗಡೆ ಮೀನಿನ ವಾಹನ ನಿಲ್ಲಿಸಿ-ಹೊಸ ಮಾರುಕಟ್ಟೆಯ ಗೋಡೆ ಒಡೆದು ದಾರಿ ಮಾಡುವ ನಿರ್ಧಾರಕ್ಕೆ ಬಂದಿರುವುದಾಗಿ ತಿಳಿದು ಬಂದಿದೆ,Negetive,Nutral,ಆದರೆ
135,ನವದೆಹಲಿ (ಪಿಟಿಐ) 2ಜಿ ತರಂಗಾಂತರ ಪ್ರಕರಣದ ವಿವಾದಾತ್ಮಕ ಟಿಪ್ಪಣಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪಿಚಿದಂಬರಂ ಮತ್ತು ಪ್ರಣವ್ ಮುಖರ್ಜಿ ಅವರ ಮಧ್ಯೆ ~ಕಾರ್ಯ ನಿರ್ವಹಣಾ ಭಿನ್ನಾಭಿಪ್ರಾಯ~ ಇದ್ದದ್ದು ಹೌದು ಎಂದು ಭಾನುವಾರ ಇಲ್ಲಿ ಒಪ್ಪಿಕೊಂಡ ಕೇಂದ್ರ ಕಾನೂನು ಸಚಿವ ಸಲ್ಮಾನ್ ಖುರ್ಷಿದ್ ಅವರು ಆದರೆ ಆಗ ಹಣಕಾಸು ಸಚಿವರಾಗಿದ್ದ ಚಿದಂಬರಂ ಅವರು ಸಂಪುಟ ನಿರ್ಧಾರಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ ಏನೂ ಮಾಡುವಂತಿರಲಿಲ್ಲ ಎಂದು ಪ್ರತಿಪಾದಿಸಿದರು,Nutral,Nutral,ಆದರೆ
136,ದೇಶದ ನಗರ ಪ್ರದೇಶಗಳಲ್ಲೀಗ ಹೊಸ ನೋಟುಗಳ ಪರ್ಯಾಪ್ತ ಲಭ್ಯತೆಯು ಗಮನಾರ್ಹವಾಗಿ ಸುಧಾರಿಸಿದೆ ಆದರೆ ಗ್ರಾಮೀಣ ಭಾಗಗಳಲ್ಲಿ ಈಗಲೂ ನಗದು ಕೊರತೆ ಹಾಗೆಯೇ ಉಳಿದಿದೆ,Positive,Negetive,ಆದರೆ
137,ಈ ವರದಿ ಬಗ್ಗೆ ನನಗೆ ಇನ್ನೂ ಯಾವುದೇ ಮಾಹಿತಿ ಇಲ್ಲ ಆದರೆ ಹಗರಣ ನಡೆದಿರುವುದು ಸ್ಪಷ್ಟವಾದರೆ ತಪ್ಪಿತಸ್ಥರ ವಿರುದ್ಧ ಯಾವುದೇ ಮುಲಾಜಿಲ್ಲದೆ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುವುದು ಎಂದರು,Nutral,Positive,ಆದರೆ
138,ಹಾಸ್ಟೆಲ್ನಲ್ಲಿ ಹಾವುಗಳ ಸಮಸ್ಯೆ ರೌಡಿಗಳ ಸಮಸ್ಯೆ ಇದೆ ಎಂದಾಗಿದ್ದರೆ ತಕ್ಷಣವೇ ಅಧಿಕಾರಿಗಳನ್ನು ಸ್ಥಳಕ್ಕೆ ಕರೆಸಿ ಸಮಸ್ಯೆ ಬಗೆಹರಿಸುವ ಅಧಿಕಾರ ನರೇಂದ್ರಸ್ವಾಮಿ ಹೊಂದಿದ್ದರು ಆದರೆ ಅಲ್ಲಿ ಏನೂ ಮಾಡಲಿಲ್ಲ ವಿಧಾನಸಭೆಯಲ್ಲಿ ಬಂದು ಇಲಾಖೆಯ ಬಗ್ಗೆ ವ್ಯಂಗ್ಯದ ಮಾತುಗಳನ್ನು ಆಡಿದ್ದಾರೆ,Nutral,Negetive,ಆದರೆ
139,ಸೈದಾಪುರಃ ಮಗು ದೈಹಿಕವಾಗಿ ಸದೃಢನಾಗಿರುವ ಜತೆಗೆ ಆರೋಗ್ಯವಂತನಾಗಿದ್ದಾಗ ಮಾತ್ರ ಶೈಕ್ಷಣಿಕವಾಗಿ ಅಭಿವೃದ್ಧಿ ಹೊಂದಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ ಆದ್ದರಿಂದ ಪ್ರತಿಯೊಬ್ಬರು ಕ್ರೀಡಾ ಚಟುವಟಿಕೆಗಳಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳಬೇಕು ಎಂದು ಬಳಿಚಕ್ರ ಜಿಪಂ ಸದಸ್ಯ ಭೀಮರಡ್ಡಿಗೌಡ ಹೊಸಗೌಡರ ಕೂಡಲೂರ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಲಹೆ ನೀಡಿದರು,Positive,Positive,ಆದ್ದರಿಂದ
140,ಈ ಸಂದರ್ಭದಲ್ಲಿ ಮಾತನಾಡಿದ ಅವರು 'ನಾನು ಎಂಜಿಆರ್ ಅಲ್ಲ ಆದರೆ ಅವರ ಹಾಗೆ ಬಡವರಿಗೆ ಅನುಕೂಲವಾಗುವ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಜಾರಿಗೊಳಿಸುತ್ತೇನೆ' ಎಂದು ಭರವಸೆ ನೀಡಿದರು,Nutral,Positive,ಆದರೆ
141,ಅದಕ್ಕಾಗಿ ಪ್ರತಿವರ್ಷ ಆಗಸ್ಟ್ ಅಥವಾ ಸೆಪ್ಟೆಂಬರ್ ತಿಂಗಳಿನಲ್ಲಿ ದಿನಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡಿ ಪ್ರಕಾಶಕರು- ಲೇಖಕರಿಂದ ಅರ್ಜಿಗಳನ್ನು ಆಹ್ವಾನಿಸಲಾಗುತ್ತಿತ್ತು ಆದರೆ 2018ನೇ ಸಾಲಿನ ಮೊದಲ ಆರು ತಿಂಗಳಲ್ಲಿ ಪ್ರಕಟಗೊಂಡ ಪುಸ್ತಕಗಳ ಖರೀದಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡದೆ ಇಲಾಖೆಯ ವೆಬ್ಸೈಟ್ ಮೂಲಕ (ತಡವಾಗಿ) ಅರ್ಜಿ ಆಹ್ವಾನಿಸಿ ಜುಲೈ 31ರ ಒಳಗಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಲು ಸೂಚಿಸಲಾಗಿತ್ತು,Nutral,Nutral,ಆದರೆ
142,ಇತ್ತೀಚಿಗೆ ಸ್ನೇಹಿತೆ ಅಮೃತಾ ಅರೋರಾ ಜೊತೆ ಕೋಮಲ್ ನಹಾತಾ ಶೋ 'ಸ್ಟೇರಿ ನೈಟ್ಸ್' 2 ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಬಂದಿದ್ದ ಕರೀನಾ ಕಪೂರ್ 'ನಾನು ಹಾಗೂ ಸೈಫ್ ಎರಡನೇ ಮಗುವಿನ ಪ್ಲಾನ್ ಮಾಡ್ತಿದ್ದೇವೆ ಆದರೆ ಎರಡು ವರ್ಷಗಳ ನಂತರ' ಎಂದು ಕರೀನಾ ಹೇಳಿದ್ದಾಳೆ,Nutral,Nutral,ಆದರೆ
143,ಇನ್ನೂ ಕೆಲವರಂತೂ ಬಾಯಿಗೆ ಬಂದ ಹಾಗೆ ಕಾಮೆಂಟ್ ಮಾಡಿದ್ದಾರೆ ಆದರೆ ಈ ಟ್ರೋಲ್ ಗಳು ಪ್ರಿಯಾಂಕಾ ಅವರಿಗೆ ಹಳೆ ವಿಷಯ,Negetive,Nutral,ಆದರೆ
144,ಯಾವುದೂ ಗಿಟ್ಟಲಿಲ್ಲ ಆದರೆ ಒಮ್ಮೆ ಅದೃಷ್ಟ ಖುಲಾಯಿಸಿದ ಮೇಲೆ ಎಲ್ಲರೂ ಕೇಳುವವರೇ ಇದು ಕೀರ್ತಿ ಶಿಖರವೇರಿರುವ ಯೋಗರಾಜ ಭಟ್ಟರ ಹಣೆಬರಹ,Negetive,Nutral,ಆದರೆ
145,ವಿದ್ಯಾರ್ಥಿಗಳು ಅಪಾಯದಿಂದ ಪಾರಾಗಿದ್ದಾರೆ ಆದರೆ 4 ಗಂಟೆಯವರೆಗೂ ಹೇಳಕ್ಕಾಗಲ್ಲ ಎಂದು ಕಿಮ್ಸ್ ವೈದ್ಯರು ಹೇಳಿದ್ದಾರೆ,Positive,Nutral,ಆದರೆ
146,ಭಾನುವಾರ ಈ ಆರ್ಡರ್ ಯುವಕನ ಕೈ ಸೇರಿದೆ ಆದರೆ ಪ್ಯಾಕೇಜ್ ತಗೆದಾಗ ಮೊಬೈಲ್ ಬದಲಿಗೆ ಇಟ್ಟಿಗೆ ಇರುವುದು ನೋಡಿ ಗಾಬರಿಯಾಗಿದ್ದಾನೆ,Nutral,Negetive,ಆದರೆ
147,ಕಾಡು ಶೇಕಡಾ ಭೂಭಾಗದ 33 ರಷ್ಟು ಇರಬೇಕೆಂದು ಪರಿಸರ ವಿಜ್ಞಾನಿಗಳು ಹೇಳಿದ್ದಾರೆ ಆದರೆ ಈಗ ಶೇಕಡಾ 10 ರಷ್ಟೂ ಕಾಡು ಉಳಿದಿಲ್ಲ,Nutral,Negetive,ಆದರೆ
148,ದೆಹಲಿ ಮತ್ತು ಎನ್ ಸಿಆರ್ ಪ್ರದೇಶದಲ್ಲಿ ಪಟಾಕಿ ಸಿಡಿಸುವುದು ನಿಷೇಧ ಮಾಡಿರುವಂತೆ ಸುಪ್ರೀಂಕೋರ್ಟ್ ಆದೇಶ ನೀಡಿದೆ ಆದರೆ ಈ ಆದೇಶವನ್ನು ಮಾರ್ಪಡಿಸಲು ಸುಪ್ರೀಂಕೋರ್ಟ್ ನಿರಾಕರಿಸಿದೆ,Nutral,Negetive,ಆದರೆ
149,"ಅಮೆರಿಕದ ಉಪಾಧ್ಯಕ್ಷ ಮೈಕ್ ಪೆನ್ಸ್ ಕೂಡ ಒಲಿಂಪಿಕ್ಸ್ನ ಉದ್ಘಾಟನಾ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದರು. ಆದರೆ, ಉತ್ತರ ಕೊರಿಯದ ನಿಯೋಗ ಮತ್ತು ಅಮೆರಿಕದ ನಿಯೋಗದ ನಡುವೆ ಯಾವುದೇ ಸಂಪರ್ಕ ಇರಲಿಲ್ಲ.",Nutral,Nutral,ಆದರೆ
150,ಖಾವಿ ಧರಿಸಿದವರಿಗೆ ಹಿಂದುಗಳು ಭಯ-ಭಕ್ತಿಯಿಂದ ನಮಸ್ಕರಿಸುತ್ತಾರೆ. ಆದರೆ ಇತ್ತೀಚಿನ ದಿನಗಳಲ್ಲಿ ಕೆಲ ಖಾವಿಧಾರಿಗಳು ಮಾಡಿರುವ ಅನಾಚಾರದ ಕಾರಣಕ್ಕಾಗಿ ಎಲ್ಲರನ್ನೂ ಒಂದೇ ತಕ್ಕಡಿಯಲ್ಲಿ ತೂಗುವಂತಾಗಿದೆ.,Positive,Negetive,ಆದರೆ
